City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,vorgashor,67.5833,63.95,-19.2,100,91,2.45,RU,1731892492
83,nuku'alofa,-21.1333,-175.2,27.19,89,75,4.12,TO,1731892493
84,salym,60.0625,71.4789,1.49,82,99,6.11,RU,1731892494
85,albany,42.6001,-73.9662,6.97,65,100,0.82,US,1731892378
86,daru,-9.0763,143.2092,28.47,77,43,6.06,PG,1731892497
87,lockwood,45.8191,-108.4149,8.56,48,87,0.45,US,1731892389
88,kovdor,67.5662,30.4758,-4.38,98,100,1.37,RU,1731892499
89,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,100,100,2.0,RU,1731892500
90,invercargill,-46.4,168.35,20.71,28,100,0.46,NZ,1731892501
91,lihue,21.9789,-159.3672,26.77,74,20,8.23,US,1731892502
92,isafjordur,66.0755,-23.124,-6.01,65,100,8.01,IS,1731892503
93,whitehorse,60.7161,-135.0538,-10.94,78,100,4.02,CA,1731892504
94,keflavik,64.0049,-22.5624,-3.76,74,75,7.72,IS,1731892505
95,yellowknife,62.456,-114.3525,-8.66,99,100,3.58,CA,1731892507
96,san patricio,28.017,-97.5169,26.97,85,42,9.09,US,1731892508
97,west island,-12.1568,96.8225,26.99,83,75,4.12,CC,1731892509
98,rongelap,11.1635,166.8941,28.41,71,0,7.56,MH,1731892510
99,mammoth lakes,37.6485,-118.9721,5.4,29,100,2.06,US,1731892291
100,badger,64.8,-147.5333,-16.68,83,75,0.0,US,1731892512
101,tsiombe,-25.3,45.4833,22.66,78,79,2.39,MG,1731892513
102,tambuwal,12.4039,4.6469,20.22,23,3,4.22,NG,1731892514
103,howrah,22.5892,88.3103,19.0,82,1,2.57,IN,1731892515
104,vadso,70.0744,29.7487,1.09,93,75,3.6,NO,1731892517
105,codrington,-38.2667,141.9667,16.21,57,9,8.04,AU,1731892518
106,tezu,27.9167,96.1667,19.1,57,0,1.45,IN,1731892519
107,blackmans bay,-43.0167,147.3167,15.07,68,93,0.45,AU,1731892520
108,yanjiang,30.1211,104.6481,10.26,79,100,1.87,CN,1731892521
109,kodiak,57.79,-152.4072,-3.27,50,75,13.38,US,1731892522
110,baise city,23.8997,106.6133,22.0,63,44,1.97,CN,1731892523
111,panino,51.6467,40.1346,1.5,88,19,5.69,RU,1731892524
112,lobujya,27.95,86.8167,-9.87,13,0,1.43,NP,1731892525
113,katabu,-4.9333,122.5167,30.52,65,83,2.0,ID,1731892527
114,port douglas,-16.4833,145.4667,27.69,70,20,5.63,AU,1731892479
115,college,64.8569,-147.8028,-16.63,69,75,0.0,US,1731892451
116,zeya,53.75,127.2667,-16.99,67,0,1.45,RU,1731892530
117,karpinsk,59.7654,60.0085,1.3,97,100,3.25,RU,1731892531
118,basco,20.4487,121.9702,26.05,88,100,7.84,PH,1731892532
119,nova vicosa,-17.8919,-39.3719,23.88,82,100,2.7,BR,1731892533
120,cienfuegos,22.1461,-80.4356,21.08,88,100,2.57,CU,1731892534
121,utrik,11.2278,169.8474,28.45,74,0,7.72,MH,1731892535
122,kavaratti,10.5669,72.642,28.23,77,100,2.39,IN,1731892537
123,antsiranana,-12.2787,49.2917,24.21,82,57,5.37,MG,1731892538
124,wailua homesteads,22.0669,-159.378,26.44,79,20,8.23,US,1731892539
125,tegueste,28.5167,-16.3167,16.64,93,100,4.02,ES,1731892540
126,mountain home,43.133,-115.6912,5.08,76,100,8.75,US,1731892541
127,mhamid,29.82,-5.72,19.94,46,100,2.76,MA,1731892542
128,grand falls-windsor,48.9332,-55.6649,8.26,99,100,2.49,CA,1731892543
129,atmakur,15.8833,78.5833,19.34,79,11,1.96,IN,1731892544
130,namibe,-15.1961,12.1522,23.61,79,99,1.48,AO,1731892546
131,gonabad,34.3529,58.6837,11.16,42,11,0.16,IR,1731892547
132,sarykemer,43.0,71.5,8.71,36,100,2.48,KZ,1731892548
133,ungsang-nodongjagu,42.3578,130.4622,-5.38,34,0,9.41,KP,1731892549
134,hirara,24.8,125.2833,24.68,73,100,13.73,JP,1731892550
135,minas de marcona,-15.2119,-75.1103,14.65,79,29,4.7,PE,1731892551
136,pacific grove,36.6177,-121.9166,14.12,90,99,2.24,US,1731892552
137,ketchikan,55.3422,-131.6461,4.32,81,100,0.0,US,1731892553
138,ciudad lazaro cardenas,17.9583,-102.2,26.3,73,76,1.52,MX,1731892554
139,bengkulu,-3.8004,102.2655,24.31,92,100,2.41,ID,1731892556
140,dryden,49.7833,-92.7503,2.16,93,100,5.66,CA,1731892557
141,ascension,30.2169,-90.9001,22.0,82,0,2.06,US,1731892558
142,covington,39.0837,-84.5086,15.27,83,100,2.57,US,1731892559
143,chhoti sadri,24.3833,74.7,16.97,38,0,2.39,IN,1731892560
144,iqaluit,63.7506,-68.5145,-3.5,68,88,5.81,CA,1731892561
145,sur,22.5667,59.5289,24.95,64,0,2.92,OM,1731892562
146,lebu,-37.6167,-73.65,11.98,87,0,7.72,CL,1731892563
147,dourados,-22.2211,-54.8056,26.54,58,100,2.24,BR,1731892564
148,volodymyr-volynskyi,50.8525,24.3236,3.43,76,100,6.06,UA,1731892567
149,ribeira grande,38.5167,-28.7,18.76,82,67,6.71,PT,1731892568
150,lodwar,3.1191,35.5973,27.63,49,100,3.81,KE,1731892569
151,saldanha,-33.0117,17.9442,15.62,93,0,6.82,ZA,1731892570
152,eyl,7.9803,49.8164,25.74,80,97,6.93,SO,1731892571
153,catabola,-12.15,17.2833,16.36,97,100,2.35,AO,1731892572
154,rasht,37.2808,49.5832,12.21,92,69,0.85,IR,1731892574
155,portland,45.5234,-122.6762,8.13,90,75,3.13,US,1731892028
156,georgetown,5.4112,100.3354,28.86,74,20,2.06,MY,1731892576
157,hermanus,-34.4187,19.2345,16.78,88,77,1.85,ZA,1731892577
158,aasiaat,68.7098,-52.8699,-21.19,93,52,5.01,GL,1731892578
159,kenai,60.5544,-151.2583,-7.7,80,0,1.54,US,1731892579
160,neiafu,-18.65,-173.9833,28.38,78,75,7.2,TO,1731892580
161,anadyr,64.75,177.4833,-21.67,76,90,3.0,RU,1731892581
162,magadan,59.5667,150.8,0.06,88,100,12.51,RU,1731892583
163,cidreira,-30.1811,-50.2056,21.48,90,100,4.61,BR,1731892584
164,tonj,7.2737,28.6822,25.48,66,64,1.17,SS,1731892585
165,ararat,39.8317,44.7049,6.45,63,32,0.81,AM,1731892586
166,papatowai,-46.5619,169.4708,19.11,50,100,5.64,NZ,1731892587
167,chai buri,8.4622,99.0763,25.73,85,100,0.48,TH,1731892588
168,bardai,11.65,7.2333,17.47,26,59,3.83,NG,1731892589
169,puerto lleras,3.0223,-73.4044,23.12,97,100,0.66,CO,1731892590
170,nova sintra,14.8667,-24.7167,25.08,75,100,5.43,CV,1731892592
171,tofol,5.3248,163.0078,29.88,74,75,6.17,FM,1731892593
172,enewetak,11.3474,162.3373,28.49,77,3,6.76,MH,1731892594
173,zungeru,9.8128,6.1558,21.64,31,27,3.21,NG,1731892595
174,yaya,56.206,86.44,-3.72,86,18,8.42,RU,1731892596
175,matiguas,12.8373,-85.4622,22.19,95,100,1.12,NI,1731892597
176,choibalsan,48.0667,114.5,-7.04,42,100,5.07,MN,1731892598
177,port lincoln,-34.7333,135.8667,16.99,53,58,3.25,AU,1731892599
178,quincy,42.2529,-71.0023,11.23,41,100,0.45,US,1731892341
179,quellon,-43.1167,-73.6167,8.51,86,1,5.39,CL,1731892601
180,cuprija,43.9275,21.37,2.94,73,17,0.44,RS,1731892603
181,saudarkrokur,65.7461,-19.6394,-4.53,84,100,3.01,IS,1731892604
182,angaur state,6.906,134.13,28.47,78,99,6.51,PW,1731892605
183,tobruk,32.0836,23.9764,17.02,66,20,6.96,LY,1731892607
184,watsa,3.0372,29.5355,16.91,98,19,0.69,CD,1731892608
185,atafu village,-8.5421,-172.5159,28.04,75,31,5.07,TK,1731892609
186,hawaiian paradise park,19.5933,-154.9731,24.29,90,75,4.12,US,1731892611
187,tralee,52.2704,-9.7026,10.61,98,100,0.58,IE,1731892612
188,hauterive,46.0901,3.4459,7.3,88,100,1.74,FR,1731892613
189,upata,8.0086,-62.3989,23.24,85,45,1.27,VE,1731892614
190,coahuayana de hidalgo,18.7,-103.6583,23.92,93,100,1.63,MX,1731892615
191,la junta,37.985,-103.5438,2.16,75,0,0.0,US,1731892530
192,guasdualito,7.2424,-70.7324,26.98,89,20,1.12,VE,1731892617
193,camarinas,43.1311,-9.1817,11.07,87,61,3.5,ES,1731892618
194,newman,37.3138,-121.0208,14.46,43,99,0.45,US,1731892619
195,slave lake,55.2834,-114.769,-1.16,88,100,7.63,CA,1731892621
196,harwich,51.9419,1.2844,5.2,1,33,2.24,GB,1731892622
197,ad darb,17.7229,42.2526,27.18,66,0,1.35,SA,1731892623
198,taunsa,30.7048,70.6505,17.7,37,3,0.97,PK,1731892624
199,la passe,45.5549,-0.8967,12.6,83,100,3.98,FR,1731892625
200,uliastay,47.7417,96.8444,-13.73,67,12,3.22,MN,1731892626
201,kajiado,-1.8524,36.7768,14.67,87,100,3.31,KE,1731892627
202,narvik,68.4384,17.4272,1.0,98,100,2.86,NO,1731892628
203,tiksi,71.6872,128.8694,-28.28,99,97,2.64,RU,1731892629
204,corner brook,48.9667,-57.9484,9.15,94,100,1.72,CA,1731892631
205,jamestown,42.097,-79.2353,6.8,86,0,4.12,US,1731892386
206,thunder bay,48.4001,-89.3168,5.36,66,100,5.77,CA,1731892633
207,jijel,36.8205,5.7667,18.66,49,41,2.26,DZ,1731892634
208,klaksvik,62.2266,-6.589,2.65,58,100,11.45,FO,1731892635
209,north bend,43.4065,-124.2243,8.98,81,100,3.6,US,1731892636
210,caiaponia,-16.9567,-51.8103,19.76,92,30,1.14,BR,1731892637
211,north battleford,52.7834,-108.2847,0.79,62,0,2.55,CA,1731892640
212,bozeman,45.6796,-111.0386,1.27,75,75,2.57,US,1731892358
213,ayaviri,-14.8864,-70.5889,10.46,68,99,2.45,PE,1731892643
214,inirida,3.8653,-67.9239,24.73,92,97,1.42,CO,1731892644
215,itagi,-14.1628,-40.0061,20.19,99,69,1.1,BR,1731892645
216,nadi,-17.8,177.4167,32.0,48,75,7.2,FJ,1731892646
217,carnarvon,-24.8667,113.6333,23.44,69,5,2.82,AU,1731892648
218,ouadda,8.0777,22.4007,21.26,53,83,1.26,CF,1731892649
219,berbera,10.4396,45.0143,26.71,79,97,2.83,SO,1731892650
220,wanaraja,-7.1749,107.9808,25.34,78,100,1.44,ID,1731892651
221,lijiang,26.8688,100.2207,6.6,68,0,1.1,CN,1731892652
222,cullowhee,35.3137,-83.1765,14.13,58,0,1.54,US,1731892654
223,nizhneudinsk,54.9076,99.0276,-3.27,82,100,1.99,RU,1731892655
224,rabo de peixe,37.8,-25.5833,18.73,99,75,9.26,PT,1731892657
225,afaahiti,-17.75,-149.2833,24.67,84,100,8.48,PF,1731892658
226,bandarbeyla,9.4942,50.8122,26.25,80,49,5.91,SO,1731892660
227,touros,-5.1989,-35.4608,25.75,80,16,7.45,BR,1731892661
228,coquimbo,-29.9533,-71.3436,13.85,94,0,4.12,CL,1731892662
229,aykhal,66.0,111.5,-13.23,94,100,5.75,RU,1731892663
230,papao,-17.75,-149.55,28.82,84,100,9.75,PF,1731892664
231,as sulayyil,20.4607,45.5779,18.7,42,3,1.87,SA,1731892668
232,masterton,-40.9597,175.6575,19.11,39,4,4.11,NZ,1731892669
233,martapura,-3.4167,114.85,29.05,79,20,1.54,ID,1731892670
234,maymana,35.9214,64.7836,9.86,56,7,0.38,AF,1731892671
235,laguna,38.421,-121.4238,15.26,50,20,2.57,US,1731892672
236,williams lake,52.1415,-122.1445,-1.08,91,58,0.37,CA,1731892422
237,sarmiento,-45.5882,-69.07,15.45,32,0,5.82,AR,1731892675
238,steamboat springs,40.485,-106.8317,-0.28,68,0,2.06,US,1731892676
239,thompson,55.7435,-97.8558,0.15,96,100,1.53,CA,1731892677
240,elliot lake,46.3834,-82.6331,7.97,88,100,3.99,CA,1731892678
241,belo sur tsiribihina,-19.7,44.55,24.5,90,0,0.45,MG,1731892679
242,tshela,-4.9833,12.9333,22.87,99,100,0.6,CD,1731892680
243,klyuchi,52.2667,79.1667,-5.57,91,16,3.76,RU,1731892681
244,egilsstadir,65.2653,-14.3948,-6.05,93,75,2.06,IS,1731892683
245,flying fish cove,-10.4217,105.6791,26.82,100,100,4.63,CX,1731892684
246,jwaneng,-24.6004,24.7303,22.83,43,82,6.94,BW,1731892685
247,tazacorte,28.629,-17.9293,19.54,64,0,3.09,ES,1731892686
248,birzebbuga,35.8258,14.5269,19.38,88,20,2.57,MT,1731892687
249,st. john's,47.5649,-52.7093,10.87,99,100,2.57,CA,1731892688
250,sinabang,2.4803,96.3801,26.39,87,87,1.62,ID,1731892689
251,sungai penuh,-2.0833,101.3833,21.91,91,99,0.1,ID,1731892690
252,olyokminsk,60.3736,120.4264,-13.09,95,100,2.42,RU,1731892691
253,st ives,50.2086,-5.4875,11.14,91,100,10.33,GB,1731892693
254,uturoa,-16.7333,-151.4333,26.77,77,100,9.35,PF,1731892694
255,saint-louis,16.3333,-15.0,28.02,32,77,4.27,SN,1731892593
256,port isabel,26.0734,-97.2086,27.23,83,75,6.17,US,1731892696
257,point pedro,9.8167,80.2333,26.58,84,76,5.99,LK,1731892697
258,smithers,54.7804,-127.1743,-2.36,93,100,0.5,CA,1731892698
259,qaqortoq,60.7167,-46.0333,-6.98,64,23,5.5,GL,1731892699
260,macenta,8.5435,-9.471,19.97,68,2,0.89,GN,1731892700
261,pimentel,-6.8367,-79.9342,20.16,83,0,6.69,PE,1731892702
262,fort bragg,35.139,-79.006,12.17,89,0,0.0,US,1731892703
263,tura,25.5198,90.2201,18.15,93,0,1.4,IN,1731892704
264,lerwick,60.1545,-1.1494,4.09,54,74,9.59,GB,1731892705
265,saipan,15.1355,145.701,31.39,75,40,6.69,MP,1731892706
266,el bauga,18.262,33.9081,23.22,42,0,5.66,SD,1731892707
267,gunnison,38.7,-107.0673,-4.53,73,0,1.68,US,1731892708
268,lukolela,-1.0605,17.1821,21.18,96,49,0.81,CD,1731892709
269,zaragoza,41.6561,-0.8773,11.56,75,0,5.14,ES,1731892710
270,ola,59.5833,151.2833,0.09,90,99,12.75,RU,1731892712
271,tillaberi,14.2117,1.4531,23.29,14,0,5.01,NE,1731892713
272,sitka,57.0531,-135.33,2.94,93,100,1.54,US,1731892714
273,arraial do cabo,-22.9661,-42.0278,22.92,100,40,6.17,BR,1731892715
274,tawau,4.2498,117.8871,29.96,74,39,2.68,MY,1731892716
275,inarajan village,13.2736,144.7484,30.55,79,96,5.04,GU,1731892717
276,mokopane,-24.1944,29.0097,19.6,67,63,1.73,ZA,1731892718
277,erkrath,51.2167,6.9,4.86,97,75,2.57,DE,1731892719
278,mejit,10.2753,170.8646,28.44,76,93,7.86,MH,1731892720
279,toro,4.6117,-76.0814,22.15,96,95,1.97,CO,1731892722
280,margate,51.3813,1.3862,8.16,81,100,5.51,GB,1731892723
281,puerto baquerizo moreno,-0.9,-89.6,21.76,69,69,4.57,EC,1731892724
282,yukhnov,54.7444,35.2297,4.44,78,100,5.64,RU,1731892725
283,kewanee,41.2456,-89.9248,12.72,79,100,2.43,US,1731892726
284,seven pagodas,12.6264,80.1722,26.23,76,79,4.69,IN,1731892727
285,port macquarie,-31.4333,152.9167,23.93,81,100,1.34,AU,1731892728
286,iwanai,42.9744,140.5089,-0.39,81,100,7.77,JP,1731892729
287,siracusa,37.0881,15.2792,15.81,59,16,1.11,IT,1731892730
288,aquin,18.2833,-73.4,24.05,85,5,3.2,HT,1731892732
289,shubarkuduk,49.1447,56.4872,0.87,73,3,1.83,KZ,1731892733
290,praia da vitoria,38.7333,-27.0667,17.27,83,73,11.29,PT,1731892734
291,okha,53.5739,142.9478,-8.93,89,100,11.14,RU,1731892735
292,vila franca do campo,37.7167,-25.4333,19.23,99,73,8.32,PT,1731892736
293,kununurra,-15.7667,128.7333,27.99,69,20,3.6,AU,1731892737
294,ifakara,-8.1333,36.6833,23.41,82,14,1.76,TZ,1731892738
295,salem,11.65,78.1667,20.75,95,100,2.19,IN,1731892598
296,mendefera,14.8872,38.8153,14.09,58,0,2.04,ER,1731892740
297,kayenta,36.7278,-110.2546,3.37,44,0,2.51,US,1731892528
298,ambatondrazaka,-17.8333,48.4167,15.77,96,15,1.16,MG,1731892743
299,ancud,-41.8697,-73.8203,9.37,85,0,1.34,CL,1731892744
300,remire-montjoly,4.9167,-52.2667,26.02,94,0,2.06,GF,1731892745
301,caucete,-31.6518,-68.2811,15.39,70,50,6.22,AR,1731892746
302,cabedelo,-6.9811,-34.8339,24.37,78,4,6.4,BR,1731892747
303,saint-pierre,-21.3393,55.4781,20.82,73,0,3.6,RE,1731892748
304,antofagasta,-23.65,-70.4,17.6,86,75,1.7,CL,1731892749
305,santa maria chiquimula,15.0303,-91.3292,15.96,96,100,1.27,GT,1731892750
306,ruska poliana,49.417,31.9201,2.92,85,59,4.67,UA,1731892752
307,ban khlong bang sao thong,13.6417,100.8327,27.79,89,20,3.09,TH,1731892753
308,santa marta,11.2408,-74.199,28.03,83,20,1.03,CO,1731892755
309,colonia,50.9333,6.95,7.13,89,100,11.32,DE,1731892713
310,mayahi,13.9553,7.6712,20.09,21,0,4.77,NE,1731892757
311,veraval,20.9,70.3667,24.84,44,0,5.25,IN,1731892758
312,san pablo huixtepec,16.8333,-96.7667,24.29,46,40,2.57,MX,1731892760
313,toliara,-23.35,43.6667,23.88,87,48,0.7,MG,1731892761
314,kingston,17.997,-76.7936,25.65,82,99,1.92,JM,1731892627
315,dalbandin,28.8947,64.4101,15.53,37,0,2.19,PK,1731892763
316,oneonta,42.4529,-75.0638,5.16,73,100,1.85,US,1731892764
317,marsh harbour,26.5412,-77.0636,24.04,57,82,5.67,BS,1731892765
318,fort mcmurray,56.7268,-111.381,3.73,75,100,7.72,CA,1731892747
319,wanning,18.8003,110.3967,24.35,88,95,7.04,CN,1731892767
320,hasaki,35.7333,140.8333,13.8,83,100,13.9,JP,1731892768
321,yunyang,33.4474,112.7142,9.1,54,100,2.22,CN,1731892770
322,ankang,32.68,109.0172,6.58,90,100,2.25,CN,1731892771
323,mata-utu,-13.2816,-176.1745,25.85,85,100,5.24,WF,1731892772
324,akureyri,65.6835,-18.0878,-8.04,93,100,3.6,IS,1731892773
325,villa gesell,-37.2639,-56.973,13.22,62,0,7.93,AR,1731892774
326,sorgun,39.8101,35.186,7.16,91,100,1.23,TR,1731892775
327,la plata,-34.9215,-57.9545,14.22,71,8,5.48,AR,1731892776
328,floro,61.5996,5.0328,2.98,60,75,4.63,NO,1731892777
329,kargasok,59.0556,80.8572,0.22,97,100,8.24,RU,1731892778
330,natal,-5.795,-35.2094,25.36,83,20,3.09,BR,1731892780
331,belmonte,-15.8631,-38.8828,23.21,85,11,2.19,BR,1731892781
332,alofi,-19.0595,-169.9187,26.94,69,75,8.75,NU,1731892782
333,neftcala,39.3742,49.2472,12.75,80,100,4.14,AZ,1731892783
334,milove,49.3787,40.1302,-0.75,72,7,3.06,UA,1731892784
335,tabas,33.5959,56.9244,12.12,37,18,0.0,IR,1731892785
336,mala,-12.6581,-76.6308,18.66,89,99,3.27,PE,1731892786
337,saint-philippe,-21.3585,55.7679,22.78,81,49,4.77,RE,1731892787
338,noumea,-22.2763,166.4572,25.02,68,37,9.49,NC,1731892788
339,porto novo,6.4965,2.6036,25.78,83,10,1.81,BJ,1731892790
340,kayyerkan,69.3786,87.7439,-8.4,94,100,3.67,RU,1731892791
341,pahrump,36.2083,-115.9839,11.4,26,10,1.76,US,1731892792
342,ar rutbah,33.0381,40.2848,14.71,52,100,3.61,IQ,1731892793
343,opuwo,-18.0607,13.84,21.34,60,100,4.1,NA,1731892794
344,terbanggi besar,-4.8667,105.2333,27.66,76,100,2.06,ID,1731892795
345,walvis bay,-22.9575,14.5053,15.37,89,100,1.83,NA,1731892796
346,pisco,-13.7,-76.2167,19.03,82,0,7.72,PE,1731892797
347,kolonia,50.9333,6.95,7.13,89,100,11.32,DE,1731892799
348,erenhot,43.6475,111.9767,-2.09,36,0,3.24,CN,1731892800
349,karratha,-20.7377,116.8463,30.4,51,0,2.42,AU,1731892801
350,kingscliff,-28.2667,153.5667,28.86,65,75,8.23,AU,1731892802
351,al ghayzah,16.2079,52.176,24.43,76,100,2.17,YE,1731892803
352,tucupita,9.0622,-62.051,24.99,86,15,1.91,VE,1731892804
353,zouerate,22.7187,-12.4521,23.98,52,100,1.04,MR,1731892805
354,vila velha,-20.3297,-40.2925,22.97,94,75,1.03,BR,1731892806
355,ylitornio,66.3089,23.6773,-2.32,88,100,2.59,FI,1731892807
356,puerto deseado,-47.7503,-65.8938,9.77,66,0,11.26,AR,1731892809
357,port blair,11.6667,92.75,27.82,77,79,4.31,IN,1731892678
358,kerikeri,-35.2268,173.9474,18.26,48,19,5.77,NZ,1731892812
359,ambon,-3.6954,128.1814,32.08,100,20,2.06,ID,1731892813
360,tindouf,27.6711,-8.1474,20.25,45,100,1.54,DZ,1731892814
361,taoudenni,22.6783,-3.9836,28.04,13,98,6.13,ML,1731892815
362,auki,-8.7676,160.7034,29.74,72,19,1.49,SB,1731892817
363,puryong,42.0606,129.7117,-5.54,29,0,7.36,KP,1731892818
364,island harbour,50.724,-1.2758,11.12,69,100,2.24,GB,1731892819
365,talara,-4.5772,-81.2719,18.55,87,3,5.44,PE,1731892820
